timestamp,event_id,event_type,data
2026-03-25T18:18:15.455913,850890,log,[0;36m[D][sensor:118]: 'BL0937 Power' >> 1577.57 W[0m
2026-03-25T18:18:15.455954,,state,"{""name_id"":""sensor/BL0937 Power"",""id"":""sensor-bl0937_power"",""value"":1577.573,""state"":""1577.57 W""}"
2026-03-25T18:18:15.455976,850916,log,[0;36m[D][sensor:118]: 'BL0937 Energy' >> 9.0 Wh[0m
2026-03-25T18:18:20.426998,,state,"{""name_id"":""sensor/BL0937 Energy"",""id"":""sensor-bl0937_energy"",""value"":9.000709,""state"":""9.0 Wh""}"
2026-03-25T18:18:20.427178,852836,ping,
2026-03-25T18:18:20.427267,855854,log,"[0;36m[D][hlw8012:082]: Got power=535.5W, voltage=229.2V[0m"
2026-03-25T18:18:20.427348,855862,log,[0;36m[D][sensor:118]: 'BL0937 Voltage' >> 229.20 V[0m
2026-03-25T18:18:20.427421,,state,"{""name_id"":""sensor/BL0937 Voltage"",""id"":""sensor-bl0937_voltage"",""value"":229.2008,""state"":""229.20 V""}"
2026-03-25T18:18:20.427503,855886,log,[0;36m[D][sensor:118]: 'BL0937 Power' >> 1192.34 W[0m
2026-03-25T18:18:25.398770,,state,"{""name_id"":""sensor/BL0937 Power"",""id"":""sensor-bl0937_power"",""value"":1192.344,""state"":""1192.34 W""}"
2026-03-25T18:18:25.398919,855914,log,[0;36m[D][sensor:118]: 'BL0937 Energy' >> 9.7 Wh[0m
2026-03-25T18:18:25.398982,,state,"{""name_id"":""sensor/BL0937 Energy"",""id"":""sensor-bl0937_energy"",""value"":9.744485,""state"":""9.7 Wh""}"
2026-03-25T18:18:25.399043,860858,log,"[0;36m[D][hlw8012:082]: Got power=1.4W, voltage=232.0V[0m"
2026-03-25T18:18:25.399217,860866,log,[0;36m[D][sensor:118]: 'BL0937 Voltage' >> 231.98 V[0m
2026-03-25T18:18:30.379419,,state,"{""name_id"":""sensor/BL0937 Voltage"",""id"":""sensor-bl0937_voltage"",""value"":231.9822,""state"":""231.98 V""}"
2026-03-25T18:18:30.379763,860884,log,[0;36m[D][sensor:118]: 'BL0937 Power' >> 3.11 W[0m
2026-03-25T18:18:30.379964,,state,"{""name_id"":""sensor/BL0937 Power"",""id"":""sensor-bl0937_power"",""value"":3.114419,""state"":""3.11 W""}"
2026-03-25T18:18:30.380086,860912,log,[0;36m[D][sensor:118]: 'BL0937 Energy' >> 9.7 Wh[0m
2026-03-25T18:18:30.380219,,state,"{""name_id"":""sensor/BL0937 Energy"",""id"":""sensor-bl0937_energy"",""value"":9.746428,""state"":""9.7 Wh""}"
2026-03-25T18:18:30.380362,862836,ping,
2026-03-25T18:18:35.386950,865860,log,[0;36m[D][sensor:118]: 'BL0937 Power' >> 3.35 W[0m
2026-03-25T18:18:35.387093,,state,"{""name_id"":""sensor/BL0937 Power"",""id"":""sensor-bl0937_power"",""value"":3.35399,""state"":""3.35 W""}"
2026-03-25T18:18:35.387170,865880,log,[0;36m[D][sensor:118]: 'BL0937 Energy' >> 9.7 Wh[0m
2026-03-25T18:18:35.387228,,state,"{""name_id"":""sensor/BL0937 Energy"",""id"":""sensor-bl0937_energy"",""value"":9.74852,""state"":""9.7 Wh""}"
2026-03-25T18:18:35.387291,870862,log,"[0;36m[D][hlw8012:076]: Got power=1.5W, current=0.0A[0m"
2026-03-25T18:18:35.436988,870868,log,[0;36m[D][sensor:118]: 'BL0937 Current' >> 0.036 A[0m
2026-03-25T18:18:35.437133,,state,"{""name_id"":""sensor/BL0937 Current"",""id"":""sensor-bl0937_current"",""value"":0.036197,""state"":""0.036 A""}"
2026-03-25T18:18:35.437213,870886,log,[0;36m[D][sensor:118]: 'BL0937 Power' >> 3.35 W[0m
2026-03-25T18:18:35.437276,,state,"{""name_id"":""sensor/BL0937 Power"",""id"":""sensor-bl0937_power"",""value"":3.35399,""state"":""3.35 W""}"
2026-03-25T18:18:35.437367,870904,log,[0;36m[D][sensor:118]: 'BL0937 Energy' >> 9.8 Wh[0m
2026-03-25T18:18:40.422145,,state,"{""name_id"":""sensor/BL0937 Energy"",""id"":""sensor-bl0937_energy"",""value"":9.750612,""state"":""9.8 Wh""}"
2026-03-25T18:18:40.422311,872836,ping,
2026-03-25T18:18:40.422393,875864,log,"[0;36m[D][hlw8012:076]: Got power=1.4W, current=0.0A[0m"
2026-03-25T18:18:40.422470,875870,log,[0;36m[D][sensor:118]: 'BL0937 Current' >> 0.036 A[0m
2026-03-25T18:18:40.422539,,state,"{""name_id"":""sensor/BL0937 Current"",""id"":""sensor-bl0937_current"",""value"":0.036197,""state"":""0.036 A""}"
2026-03-25T18:18:40.422615,875890,log,[0;36m[D][sensor:118]: 'BL0937 Power' >> 3.11 W[0m
2026-03-25T18:18:45.406390,,state,"{""name_id"":""sensor/BL0937 Power"",""id"":""sensor-bl0937_power"",""value"":3.114419,""state"":""3.11 W""}"
2026-03-25T18:18:45.406698,875908,log,[0;36m[D][sensor:118]: 'BL0937 Energy' >> 9.8 Wh[0m
2026-03-25T18:18:45.406794,,state,"{""name_id"":""sensor/BL0937 Energy"",""id"":""sensor-bl0937_energy"",""value"":9.752555,""state"":""9.8 Wh""}"
2026-03-25T18:18:45.406878,880864,log,"[0;36m[D][hlw8012:076]: Got power=1.5W, current=0.0A[0m"
2026-03-25T18:18:45.406939,880870,log,[0;36m[D][sensor:118]: 'BL0937 Current' >> 0.036 A[0m
2026-03-25T18:18:50.385912,,state,"{""name_id"":""sensor/BL0937 Current"",""id"":""sensor-bl0937_current"",""value"":0.036197,""state"":""0.036 A""}"
2026-03-25T18:18:50.386069,880888,log,[0;36m[D][sensor:118]: 'BL0937 Power' >> 3.35 W[0m
2026-03-25T18:18:50.386151,,state,"{""name_id"":""sensor/BL0937 Power"",""id"":""sensor-bl0937_power"",""value"":3.35399,""state"":""3.35 W""}"
2026-03-25T18:18:50.386228,880900,log,[0;36m[D][sensor:118]: 'BL0937 Energy' >> 9.8 Wh[0m
2026-03-25T18:18:50.386309,,state,"{""name_id"":""sensor/BL0937 Energy"",""id"":""sensor-bl0937_energy"",""value"":9.754647,""state"":""9.8 Wh""}"
2026-03-25T18:18:50.386412,882836,ping,
2026-03-25T18:18:50.440140,885866,log,"[0;36m[D][hlw8012:076]: Got power=1.5W, current=0.0A[0m"
2026-03-25T18:18:50.440278,885872,log,[0;36m[D][sensor:118]: 'BL0937 Current' >> 0.036 A[0m
2026-03-25T18:18:50.440346,,state,"{""name_id"":""sensor/BL0937 Current"",""id"":""sensor-bl0937_current"",""value"":0.036197,""state"":""0.036 A""}"
2026-03-25T18:18:50.440413,885892,log,[0;36m[D][sensor:118]: 'BL0937 Power' >> 3.35 W[0m
2026-03-25T18:18:50.440618,,state,"{""name_id"":""sensor/BL0937 Power"",""id"":""sensor-bl0937_power"",""value"":3.35399,""state"":""3.35 W""}"
2026-03-25T18:18:50.440704,885912,log,[0;36m[D][sensor:118]: 'BL0937 Energy' >> 9.8 Wh[0m
2026-03-25T18:18:55.431594,,state,"{""name_id"":""sensor/BL0937 Energy"",""id"":""sensor-bl0937_energy"",""value"":9.75674,""state"":""9.8 Wh""}"
2026-03-25T18:18:55.431744,890870,log,"[0;36m[D][hlw8012:076]: Got power=1.4W, current=0.0A[0m"
2026-03-25T18:18:55.431818,890878,log,[0;36m[D][sensor:118]: 'BL0937 Current' >> 0.036 A[0m
2026-03-25T18:18:55.431879,,state,"{""name_id"":""sensor/BL0937 Current"",""id"":""sensor-bl0937_current"",""value"":0.036197,""state"":""0.036 A""}"
2026-03-25T18:18:55.431942,890898,log,[0;36m[D][sensor:118]: 'BL0937 Power' >> 3.11 W[0m
2026-03-25T18:19:00.423262,,state,"{""name_id"":""sensor/BL0937 Power"",""id"":""sensor-bl0937_power"",""value"":3.114419,""state"":""3.11 W""}"
2026-03-25T18:19:00.423549,890918,log,[0;36m[D][sensor:118]: 'BL0937 Energy' >> 9.8 Wh[0m
2026-03-25T18:19:00.423725,,state,"{""name_id"":""sensor/BL0937 Energy"",""id"":""sensor-bl0937_energy"",""value"":9.758681,""state"":""9.8 Wh""}"
2026-03-25T18:19:00.423882,892840,ping,
2026-03-25T18:19:00.424025,895870,log,"[0;36m[D][hlw8012:076]: Got power=1.5W, current=0.0A[0m"
2026-03-25T18:19:00.424184,895874,log,[0;36m[D][sensor:118]: 'BL0937 Current' >> 0.038 A[0m
2026-03-25T18:19:05.051783,,state,"{""name_id"":""sensor/BL0937 Current"",""id"":""sensor-bl0937_current"",""value"":0.038208,""state"":""0.038 A""}"
2026-03-25T18:19:05.051921,895886,log,[0;36m[D][sensor:118]: 'BL0937 Power' >> 3.35 W[0m
2026-03-25T18:19:05.051985,,state,"{""name_id"":""sensor/BL0937 Power"",""id"":""sensor-bl0937_power"",""value"":3.35399,""state"":""3.35 W""}"
2026-03-25T18:19:05.052045,895898,log,[0;36m[D][sensor:118]: 'BL0937 Energy' >> 9.8 Wh[0m
2026-03-25T18:19:05.052095,,state,"{""name_id"":""sensor/BL0937 Energy"",""id"":""sensor-bl0937_energy"",""value"":9.760775,""state"":""9.8 Wh""}"
2026-03-25T18:19:40.193957,35002,ping,"{""title"":""EMAX"",""comment"":"""",""ota"":true,""log"":true,""lang"":""en""}"
2026-03-25T18:19:40.194117,,state,"{""name_id"":""binary_sensor/binary_switch_1"",""id"":""binary_sensor-binary_switch_1"",""domain"":""binary_sensor"",""name"":""binary_switch_1"",""icon"":"""",""entity_category"":0,""value"":false,""state"":""OFF""}"
2026-03-25T18:19:40.227441,,state,"{""name_id"":""sensor/BL0937 Voltage"",""id"":""sensor-bl0937_voltage"",""domain"":""sensor"",""name"":""BL0937 Voltage"",""icon"":"""",""entity_category"":0,""value"":232.9305,""state"":""232.93 V"",""uom"":""V""}"
2026-03-25T18:19:40.227607,,state,"{""name_id"":""sensor/BL0937 Current"",""id"":""sensor-bl0937_current"",""domain"":""sensor"",""name"":""BL0937 Current"",""icon"":"""",""entity_category"":0,""value"":null,""state"":""NA"",""uom"":""A""}"
2026-03-25T18:19:40.227715,,state,"{""name_id"":""sensor/BL0937 Power"",""id"":""sensor-bl0937_power"",""domain"":""sensor"",""name"":""BL0937 Power"",""icon"":"""",""entity_category"":0,""value"":1.676995,""state"":""1.68 W"",""uom"":""W""}"
2026-03-25T18:19:40.261845,,state,"{""name_id"":""sensor/BL0937 Energy"",""id"":""sensor-bl0937_energy"",""domain"":""sensor"",""name"":""BL0937 Energy"",""icon"":"""",""entity_category"":0,""value"":0.005081,""state"":""0.0 Wh"",""uom"":""Wh""}"
2026-03-25T18:19:40.262005,,state,"{""name_id"":""sensor/WiFi Signal Sensor"",""id"":""sensor-wifi_signal_sensor"",""domain"":""sensor"",""name"":""WiFi Signal Sensor"",""icon"":"""",""entity_category"":2,""value"":-35,""state"":""-35 dBm"",""uom"":""dBm""}"
2026-03-25T18:19:40.262097,,state,"{""name_id"":""sensor/Detected Device Type"",""id"":""sensor-detected_device_type"",""domain"":""sensor"",""name"":""Detected Device Type"",""icon"":"""",""entity_category"":0,""value"":0,""state"":""0""}"
2026-03-25T18:19:40.285614,,state,"{""name_id"":""sensor/Startup Peak Current"",""id"":""sensor-startup_peak_current"",""domain"":""sensor"",""name"":""Startup Peak Current"",""icon"":"""",""entity_category"":0,""value"":0,""state"":""0.00 A"",""uom"":""A""}"
2026-03-25T18:19:40.285968,,state,"{""name_id"":""sensor/Startup Duration"",""id"":""sensor-startup_duration"",""domain"":""sensor"",""name"":""Startup Duration"",""icon"":"""",""entity_category"":0,""value"":0,""state"":""0 ms"",""uom"":""ms""}"
2026-03-25T18:19:40.312171,,state,"{""name_id"":""sensor/Steady State Power"",""id"":""sensor-steady_state_power"",""domain"":""sensor"",""name"":""Steady State Power"",""icon"":"""",""entity_category"":0,""value"":0,""state"":""0.0 W"",""uom"":""W""}"
2026-03-25T18:19:40.312335,,state,"{""name_id"":""sensor/Current Signal Variance"",""id"":""sensor-current_signal_variance"",""domain"":""sensor"",""name"":""Current Signal Variance"",""icon"":"""",""entity_category"":0,""value"":0,""state"":""0.0000 AÂ²"",""uom"":""AÂ²""}"
2026-03-25T18:19:40.355840,,state,"{""name_id"":""sensor/Phantom Power Draw"",""id"":""sensor-phantom_power_draw"",""domain"":""sensor"",""name"":""Phantom Power Draw"",""icon"":"""",""entity_category"":0,""value"":0,""state"":""0.00 W"",""uom"":""W""}"
2026-03-25T18:19:40.355996,,state,"{""name_id"":""switch/Relay 1"",""id"":""switch-relay_1"",""domain"":""switch"",""name"":""Relay 1"",""icon"":"""",""entity_category"":0,""value"":false,""state"":""OFF"",""assumed_state"":false}"
2026-03-25T18:19:40.730093,,state,"{""name_id"":""text_sensor/LibreTiny Version"",""id"":""text_sensor-libretiny_version"",""domain"":""text_sensor"",""name"":""LibreTiny Version"",""icon"":""mdi:cellphone-arrow-down"",""entity_category"":2,""value"":""v1.12.1+sha.73564e9 on cb2s, compiled at Mar 22 2026 15:45:19, GCC 10.3.1 (-O1)"",""state"":""v1.12.1+sha.73564e9 on cb2s, compiled at Mar 22 2026 15:45:19, GCC 10.3.1 (-O1)""}"
2026-03-25T18:19:40.730294,35552,log,"[0;36m[D][hlw8012:082]: Got power=0.9W, voltage=233.3V[0m"
2026-03-25T18:19:40.730460,35556,log,[0;36m[D][sensor:118]: 'BL0937 Voltage' >> 233.31 V[0m
2026-03-25T18:19:40.730678,,state,"{""name_id"":""sensor/BL0937 Voltage"",""id"":""sensor-bl0937_voltage"",""value"":233.3097,""state"":""233.31 V""}"
2026-03-25T18:19:40.730846,35564,log,[0;36m[D][sensor:118]: 'BL0937 Power' >> 1.92 W[0m
2026-03-25T18:19:45.727685,,state,"{""name_id"":""sensor/BL0937 Power"",""id"":""sensor-bl0937_power"",""value"":1.916566,""state"":""1.92 W""}"
2026-03-25T18:19:45.727964,35576,log,[0;36m[D][sensor:118]: 'BL0937 Energy' >> 0.0 Wh[0m
2026-03-25T18:19:45.728145,,state,"{""name_id"":""sensor/BL0937 Energy"",""id"":""sensor-bl0937_energy"",""value"":0.006277,""state"":""0.0 Wh""}"
2026-03-25T18:19:45.728270,40552,log,"[0;36m[D][hlw8012:082]: Got power=0.8W, voltage=233.1V[0m"
2026-03-25T18:19:45.728336,40556,log,[0;36m[D][sensor:118]: 'BL0937 Voltage' >> 233.13 V[0m
2026-03-25T18:19:50.721574,,state,"{""name_id"":""sensor/BL0937 Voltage"",""id"":""sensor-bl0937_voltage"",""value"":233.1327,""state"":""233.13 V""}"
2026-03-25T18:19:50.721768,40564,log,[0;36m[D][sensor:118]: 'BL0937 Power' >> 1.68 W[0m
2026-03-25T18:19:50.721850,,state,"{""name_id"":""sensor/BL0937 Power"",""id"":""sensor-bl0937_power"",""value"":1.676995,""state"":""1.68 W""}"
2026-03-25T18:19:50.721924,40570,log,[0;36m[D][sensor:118]: 'BL0937 Energy' >> 0.0 Wh[0m
2026-03-25T18:19:50.721989,,state,"{""name_id"":""sensor/BL0937 Energy"",""id"":""sensor-bl0937_energy"",""value"":0.007323,""state"":""0.0 Wh""}"
2026-03-25T18:19:50.722069,42646,ping,
2026-03-25T18:19:50.738154,45554,log,"[0;36m[D][hlw8012:082]: Got power=0.8W, voltage=233.0V[0m"
2026-03-25T18:19:50.738334,45558,log,[0;36m[D][sensor:118]: 'BL0937 Voltage' >> 232.96 V[0m
2026-03-25T18:19:50.738419,,state,"{""name_id"":""sensor/BL0937 Voltage"",""id"":""sensor-bl0937_voltage"",""value"":232.9557,""state"":""232.96 V""}"
2026-03-25T18:19:50.738495,45568,log,[0;36m[D][sensor:118]: 'BL0937 Power' >> 1.68 W[0m
2026-03-25T18:19:50.738559,,state,"{""name_id"":""sensor/BL0937 Power"",""id"":""sensor-bl0937_power"",""value"":1.676995,""state"":""1.68 W""}"
2026-03-25T18:19:55.740384,45578,log,[0;36m[D][sensor:118]: 'BL0937 Energy' >> 0.0 Wh[0m
2026-03-25T18:19:55.740533,,state,"{""name_id"":""sensor/BL0937 Energy"",""id"":""sensor-bl0937_energy"",""value"":0.008369,""state"":""0.0 Wh""}"
2026-03-25T18:19:55.740588,50554,log,"[0;36m[D][hlw8012:082]: Got power=0.9W, voltage=233.2V[0m"
2026-03-25T18:19:55.740628,50558,log,[0;36m[D][sensor:118]: 'BL0937 Voltage' >> 233.17 V[0m
2026-03-25T18:19:55.740671,,state,"{""name_id"":""sensor/BL0937 Voltage"",""id"":""sensor-bl0937_voltage"",""value"":233.1707,""state"":""233.17 V""}"
2026-03-25T18:19:55.740714,50566,log,[0;36m[D][sensor:118]: 'BL0937 Power' >> 1.92 W[0m
2026-03-25T18:20:00.717975,,state,"{""name_id"":""sensor/BL0937 Power"",""id"":""sensor-bl0937_power"",""value"":1.916566,""state"":""1.92 W""}"
2026-03-25T18:20:00.718043,50574,log,[0;36m[D][sensor:118]: 'BL0937 Energy' >> 0.0 Wh[0m
2026-03-25T18:20:00.718069,,state,"{""name_id"":""sensor/BL0937 Energy"",""id"":""sensor-bl0937_energy"",""value"":0.009564,""state"":""0.0 Wh""}"
2026-03-25T18:20:00.718093,52648,ping,
2026-03-25T18:20:00.718114,55554,log,[0;36m[D][sensor:118]: 'BL0937 Power' >> 1.68 W[0m
2026-03-25T18:20:05.721176,,state,"{""name_id"":""sensor/BL0937 Power"",""id"":""sensor-bl0937_power"",""value"":1.676995,""state"":""1.68 W""}"
2026-03-25T18:20:05.721277,55562,log,[0;36m[D][sensor:118]: 'BL0937 Energy' >> 0.0 Wh[0m
2026-03-25T18:20:05.721317,,state,"{""name_id"":""sensor/BL0937 Energy"",""id"":""sensor-bl0937_energy"",""value"":0.01061,""state"":""0.0 Wh""}"
2026-03-25T18:20:05.721352,60018,log,[0;32m[I][safe_mode:071]: Boot seems successful; resetting boot loop counter[0m
2026-03-25T18:20:05.721386,60554,log,"[0;36m[D][hlw8012:076]: Got power=0.9W, current=0.0A[0m"
2026-03-25T18:20:05.721420,60558,log,[0;36m[D][sensor:118]: 'BL0937 Current' >> 0.020 A[0m
2026-03-25T18:20:05.743298,,state,"{""name_id"":""sensor/BL0937 Current"",""id"":""sensor-bl0937_current"",""value"":0.02011,""state"":""0.020 A""}"
2026-03-25T18:20:05.743397,60564,log,[0;36m[D][sensor:118]: 'BL0937 Power' >> 1.92 W[0m
2026-03-25T18:20:05.743480,,state,"{""name_id"":""sensor/BL0937 Power"",""id"":""sensor-bl0937_power"",""value"":1.916566,""state"":""1.92 W""}"
2026-03-25T18:20:05.743550,60574,log,[0;36m[D][sensor:118]: 'BL0937 Energy' >> 0.0 Wh[0m
2026-03-25T18:20:05.743611,,state,"{""name_id"":""sensor/BL0937 Energy"",""id"":""sensor-bl0937_energy"",""value"":0.011806,""state"":""0.0 Wh""}"
2026-03-25T18:20:05.881849,60584,log,[0;36m[D][sensor:118]: 'Phantom Power Draw' >> 0.00 W[0m
2026-03-25T18:20:05.881911,,state,"{""name_id"":""sensor/Phantom Power Draw"",""id"":""sensor-phantom_power_draw"",""value"":0,""state"":""0.00 W""}"
2026-03-25T18:20:05.881940,60698,log,[0;36m[D][sensor:118]: 'Current Signal Variance' >> 0.0000 AÂ²[0m
2026-03-25T18:20:05.881963,,state,"{""name_id"":""sensor/Current Signal Variance"",""id"":""sensor-current_signal_variance"",""value"":0,""state"":""0.0000 AÂ²""}"
2026-03-25T18:20:06.474563,60722,log,[0;36m[D][sensor:118]: 'WiFi Signal Sensor' >> -40 dBm[0m
2026-03-25T18:20:06.474975,,state,"{""name_id"":""sensor/WiFi Signal Sensor"",""id"":""sensor-wifi_signal_sensor"",""value"":-40,""state"":""-40 dBm""}"
2026-03-25T18:20:06.475087,60994,log,[0;36m[D][sensor:118]: 'Steady State Power' >> 0.0 W[0m
2026-03-25T18:20:06.475166,,state,"{""name_id"":""sensor/Steady State Power"",""id"":""sensor-steady_state_power"",""value"":0,""state"":""0.0 W""}"
2026-03-25T18:20:06.475244,61310,log,[0;36m[D][sensor:118]: 'Detected Device Type' >> 0 [0m
2026-03-25T18:20:06.920709,,state,"{""name_id"":""sensor/Detected Device Type"",""id"":""sensor-detected_device_type"",""value"":0,""state"":""0""}"
2026-03-25T18:20:06.920826,61432,log,[0;36m[D][sensor:118]: 'Startup Duration' >> 0 ms[0m
2026-03-25T18:20:06.920884,,state,"{""name_id"":""sensor/Startup Duration"",""id"":""sensor-startup_duration"",""value"":0,""state"":""0 ms""}"
2026-03-25T18:20:06.920936,61524,log,[0;36m[D][sensor:118]: 'Startup Peak Current' >> 0.00 A[0m
2026-03-25T18:20:06.921096,,state,"{""name_id"":""sensor/Startup Peak Current"",""id"":""sensor-startup_peak_current"",""value"":0,""state"":""0.00 A""}"
2026-03-25T18:20:10.728344,61760,log,"[0;36m[D][lt.preferences:144]: Writing 1 items: 0 cached, 1 written, 0 failed[0m"
2026-03-25T18:20:10.728403,62650,ping,
2026-03-25T18:20:10.728426,65556,log,"[0;36m[D][hlw8012:076]: Got power=0.8W, current=0.0A[0m"
2026-03-25T18:20:10.728447,65558,log,[0;36m[D][sensor:118]: 'BL0937 Current' >> 0.020 A[0m
2026-03-25T18:20:10.728466,,state,"{""name_id"":""sensor/BL0937 Current"",""id"":""sensor-bl0937_current"",""value"":0.02011,""state"":""0.020 A""}"
2026-03-25T18:20:10.728487,65564,log,[0;36m[D][sensor:118]: 'BL0937 Power' >> 1.68 W[0m
2026-03-25T18:20:15.727798,,state,"{""name_id"":""sensor/BL0937 Power"",""id"":""sensor-bl0937_power"",""value"":1.676995,""state"":""1.68 W""}"
2026-03-25T18:20:15.727885,65574,log,[0;36m[D][sensor:118]: 'BL0937 Energy' >> 0.0 Wh[0m
2026-03-25T18:20:15.727927,,state,"{""name_id"":""sensor/BL0937 Energy"",""id"":""sensor-bl0937_energy"",""value"":0.012852,""state"":""0.0 Wh""}"
2026-03-25T18:20:15.727969,70560,log,"[0;36m[D][hlw8012:076]: Got power=0.8W, current=0.0A[0m"
2026-03-25T18:20:15.728009,70564,log,[0;36m[D][sensor:118]: 'BL0937 Current' >> 0.020 A[0m
2026-03-25T18:20:20.723390,,state,"{""name_id"":""sensor/BL0937 Current"",""id"":""sensor-bl0937_current"",""value"":0.02011,""state"":""0.020 A""}"
2026-03-25T18:20:20.723484,70570,log,[0;36m[D][sensor:118]: 'BL0937 Power' >> 1.68 W[0m
2026-03-25T18:20:20.723521,,state,"{""name_id"":""sensor/BL0937 Power"",""id"":""sensor-bl0937_power"",""value"":1.676995,""state"":""1.68 W""}"
2026-03-25T18:20:20.723559,70576,log,[0;36m[D][sensor:118]: 'BL0937 Energy' >> 0.0 Wh[0m
2026-03-25T18:20:20.723592,,state,"{""name_id"":""sensor/BL0937 Energy"",""id"":""sensor-bl0937_energy"",""value"":0.013898,""state"":""0.0 Wh""}"
2026-03-25T18:20:20.723630,72650,ping,
2026-03-25T18:20:20.754277,75562,log,"[0;36m[D][hlw8012:076]: Got power=0.9W, current=0.0A[0m"
2026-03-25T18:20:20.754368,75566,log,[0;36m[D][sensor:118]: 'BL0937 Current' >> 0.020 A[0m
2026-03-25T18:20:20.754408,,state,"{""name_id"":""sensor/BL0937 Current"",""id"":""sensor-bl0937_current"",""value"":0.02011,""state"":""0.020 A""}"
2026-03-25T18:20:20.754446,75580,log,[0;36m[D][sensor:118]: 'BL0937 Power' >> 1.92 W[0m
2026-03-25T18:20:20.754479,,state,"{""name_id"":""sensor/BL0937 Power"",""id"":""sensor-bl0937_power"",""value"":1.916566,""state"":""1.92 W""}"
2026-03-25T18:20:25.749369,75590,log,[0;36m[D][sensor:118]: 'BL0937 Energy' >> 0.0 Wh[0m
2026-03-25T18:20:25.749697,,state,"{""name_id"":""sensor/BL0937 Energy"",""id"":""sensor-bl0937_energy"",""value"":0.015094,""state"":""0.0 Wh""}"
2026-03-25T18:20:25.749884,80566,log,"[0;36m[D][hlw8012:076]: Got power=0.8W, current=0.0A[0m"
2026-03-25T18:20:25.750063,80570,log,[0;36m[D][sensor:118]: 'BL0937 Current' >> 0.020 A[0m
2026-03-25T18:20:25.750218,,state,"{""name_id"":""sensor/BL0937 Current"",""id"":""sensor-bl0937_current"",""value"":0.02011,""state"":""0.020 A""}"
2026-03-25T18:20:25.750396,80584,log,[0;36m[D][sensor:118]: 'BL0937 Power' >> 1.68 W[0m
2026-03-25T18:20:30.748754,,state,"{""name_id"":""sensor/BL0937 Power"",""id"":""sensor-bl0937_power"",""value"":1.676995,""state"":""1.68 W""}"
2026-03-25T18:20:30.748970,80600,log,[0;36m[D][sensor:118]: 'BL0937 Energy' >> 0.0 Wh[0m
2026-03-25T18:20:30.749222,,state,"{""name_id"":""sensor/BL0937 Energy"",""id"":""sensor-bl0937_energy"",""value"":0.01614,""state"":""0.0 Wh""}"
2026-03-25T18:20:30.749407,82652,ping,
2026-03-25T18:20:30.749548,85568,log,"[0;36m[D][hlw8012:076]: Got power=0.9W, current=0.0A[0m"
2026-03-25T18:20:30.749684,85574,log,[0;36m[D][sensor:118]: 'BL0937 Current' >> 0.018 A[0m
2026-03-25T18:20:30.768347,,state,"{""name_id"":""sensor/BL0937 Current"",""id"":""sensor-bl0937_current"",""value"":0.018099,""state"":""0.018 A""}"
2026-03-25T18:20:30.768602,85588,log,[0;36m[D][sensor:118]: 'BL0937 Power' >> 1.92 W[0m
2026-03-25T18:20:30.768871,,state,"{""name_id"":""sensor/BL0937 Power"",""id"":""sensor-bl0937_power"",""value"":1.916566,""state"":""1.92 W""}"
2026-03-25T18:20:30.768971,85600,log,[0;36m[D][sensor:118]: 'BL0937 Energy' >> 0.0 Wh[0m
2026-03-25T18:20:35.750473,,state,"{""name_id"":""sensor/BL0937 Energy"",""id"":""sensor-bl0937_energy"",""value"":0.017335,""state"":""0.0 Wh""}"
2026-03-25T18:20:35.750608,,state,"{""name_id"":""sensor/BL0937 Energy"",""id"":""sensor-bl0937_energy"",""value"":0.017335,""state"":""0.0 Wh""}"
2026-03-25T18:20:35.750733,90568,log,"[0;36m[D][hlw8012:076]: Got power=0.8W, current=0.0A[0m"
2026-03-25T18:20:35.750833,90572,log,[0;36m[D][sensor:118]: 'BL0937 Current' >> 0.020 A[0m
2026-03-25T18:20:35.750875,,state,"{""name_id"":""sensor/BL0937 Current"",""id"":""sensor-bl0937_current"",""value"":0.02011,""state"":""0.020 A""}"
2026-03-25T18:20:35.750904,90586,log,[0;36m[D][sensor:118]: 'BL0937 Power' >> 1.68 W[0m
2026-03-25T18:20:40.744250,,state,"{""name_id"":""sensor/BL0937 Power"",""id"":""sensor-bl0937_power"",""value"":1.676995,""state"":""1.68 W""}"
2026-03-25T18:20:40.744385,90600,log,[0;36m[D][sensor:118]: 'BL0937 Energy' >> 0.0 Wh[0m
2026-03-25T18:20:40.744445,,state,"{""name_id"":""sensor/BL0937 Energy"",""id"":""sensor-bl0937_energy"",""value"":0.018381,""state"":""0.0 Wh""}"
2026-03-25T18:20:40.744508,92658,ping,
2026-03-25T18:20:40.744560,95572,log,"[0;36m[D][hlw8012:076]: Got power=0.8W, current=0.0A[0m"
2026-03-25T18:20:40.744614,95576,log,[0;36m[D][sensor:118]: 'BL0937 Current' >> 0.020 A[0m
2026-03-25T18:20:45.734886,,state,"{""name_id"":""sensor/BL0937 Current"",""id"":""sensor-bl0937_current"",""value"":0.02011,""state"":""0.020 A""}"
2026-03-25T18:20:45.735238,95592,log,[0;36m[D][sensor:118]: 'BL0937 Power' >> 1.68 W[0m
2026-03-25T18:20:45.735354,,state,"{""name_id"":""sensor/BL0937 Power"",""id"":""sensor-bl0937_power"",""value"":1.676995,""state"":""1.68 W""}"
2026-03-25T18:20:45.735438,95604,log,[0;36m[D][sensor:118]: 'BL0937 Energy' >> 0.0 Wh[0m
